speed_mean,speed_max,speed_std,throttle_mean,throttle_max,throttle_full_pct,brake_mean,brake_applications,rpm_mean,rpm_max,gear_mean,gear_shifts,drs_active_pct,telemetry_points,lap_duration,lap_number,lap_time_seconds,compound,tyre_life,wear_total,stint_id,wear_cumulative,degradation_normalized,baseline_time,predicted_lap_time,scenario,time_saved
149.11336440222334,265.0,61.67414832072414,44.45838623522608,100.0,25.925925925925924,0.23671497584541062,147,9244.753890254626,11840.0,3.5571658615136874,32,0.0,621,79.367,2.0,79.367,MEDIUM,2.0,57155.46541711664,1,57155.46541711664,0.43535307471342344,78.129,79.82968501871426,15% Improved Tire,0.21162714834913743
150.9108678468342,264.0,62.45921313096592,44.59883981503059,100.0,28.05872756933116,0.265905383360522,163,9255.412590940694,11754.0,3.6623164763458402,33,0.0,613,79.074,3.0,79.074,MEDIUM,3.0,58596.16814984531,1,115751.63356696194,0.6857342569872745,78.129,80.80778658820795,15% Improved Tire,0.22681794571224145
151.5014710805169,265.0,61.65964938127252,44.42211868956645,100.0,26.85810810810811,0.25506756756756754,151,9261.108743798015,11753.0,3.6908783783783785,38,0.0,592,78.129,4.0,78.129,MEDIUM,4.0,54809.817862165924,1,170561.4514291279,0.8183392812395719,78.129,81.32580148519834,15% Improved Tire,0.18444858895229288
151.7825589336021,266.0,61.63243899280947,46.1472928413681,100.0,28.688524590163933,0.2360655737704918,144,9331.723606955196,11818.0,3.636065573770492,34,0.0,610,78.019,5.0,78.019,MEDIUM,5.0,56321.32761943795,1,226882.77904856583,0.8965666453893673,78.129,81.6313927718813,15% Improved Tire,0.1333128431404873
150.4826937163752,266.0,61.086440044751185,45.023210807208116,100.0,27.068965517241377,0.2689655172413793,156,9253.415877106545,11731.0,3.660344827586207,37,0.0,580,77.64,6.0,77.64,MEDIUM,6.0,52875.21319182882,1,279757.99224039464,0.9390425940854245,78.129,81.79732294166502,15% Improved Tire,0.09278153675772671
152.83538998122737,265.0,61.707335812890506,45.5610948501141,100.0,28.161888701517707,0.24620573355817876,146,9266.111325221866,11658.0,3.7554806070826308,40,0.0,593,77.633,7.0,77.633,MEDIUM,7.0,55004.98296108127,1,334762.9752014759,0.9648323886483473,78.129,81.89806948463534,15% Improved Tire,0.06128446456608572
153.48961225430847,265.0,61.894241032727,45.49387383856044,100.0,28.37837837837838,0.2516891891891892,149,9248.194496552427,11701.0,3.761824324324324,37,0.0,592,77.397,8.0,77.397,MEDIUM,8.0,55390.552154079145,1,390153.52735555504,0.9797891415820065,78.129,81.95649729213304,15% Improved Tire,0.039292720130575276
154.35311038380186,263.0,61.12017930688109,47.27995214793507,100.0,30.94017094017094,0.2547008547008547,149,9363.537453453306,11799.0,3.7452991452991453,40,0.0,585,77.031,9.0,77.031,MEDIUM,9.0,53610.27810900452,1,443763.8054645596,0.9881761671886327,78.129,81.98926078831404,15% Improved Tire,0.025081601249382857
153.74998733963133,267.0,61.98500918327147,47.15541549460929,100.0,30.3236797274276,0.2453151618398637,144,9318.038586901333,11767.0,3.7512776831345827,39,0.0,587,77.084,10.0,77.084,MEDIUM,10.0,55070.46527104835,1,498834.27073560795,0.9931830471786208,78.129,82.00881991465094,15% Improved Tire,0.015587647535355131
154.0573933901197,266.0,62.36468164928181,47.142279580769284,100.0,30.574324324324326,0.23986486486486486,142,9355.14906321023,11822.0,3.738175675675676,39,0.0,592,76.858,11.0,76.858,MEDIUM,11.0,56157.19965067063,1,554991.4703862786,0.9961122111572955,78.129,82.02026254727542,15% Improved Tire,0.009483993365421384
152.7796039349515,267.0,62.57078380776152,45.38717101364376,100.0,30.240549828178693,0.2508591065292096,146,9305.637129647368,11702.0,3.7147766323024056,38,0.0,582,76.993,12.0,76.993,MEDIUM,12.0,55479.21270292061,1,610470.6830891991,0.9977676642739828,78.129,82.0267294921031,15% Improved Tire,0.005751059306362549
153.46612767847336,266.0,60.4270593326941,46.4328959363951,100.0,27.533783783783782,0.2516891891891892,149,9386.493858936186,11857.0,3.7128378378378377,35,0.0,592,77.434,13.0,77.434,MEDIUM,13.0,52904.590186777044,1,663375.2732759762,0.9986847818489276,78.129,82.03031216605375,15% Improved Tire,0.003544275818171627
153.42829512823047,267.0,62.08546105530927,45.91542395199009,100.0,29.322033898305083,0.23559322033898306,139,9302.75958345326,11888.0,3.7084745762711866,37,0.0,590,77.065,14.0,77.065,MEDIUM,14.0,55222.04701990266,1,718597.3202958789,0.9992428681936395,78.129,82.03249230245505,15% Improved Tire,0.00212551362832869
153.05814381744452,268.0,62.01682435376165,46.288258671097985,100.0,29.66101694915254,0.24067796610169492,142,9300.515892453346,11780.0,3.7355932203389832,39,0.0,590,77.079,15.0,77.079,MEDIUM,15.0,55209.508327609576,1,773806.8286234884,0.9995640871789092,78.129,82.03374712836005,15% Improved Tire,0.0012682265370784762
154.36869222204342,267.0,63.24870922166375,46.31708458654706,100.0,29.5,0.25,150,9397.9082871025,11768.0,3.7,39,0.0,600,76.824,16.0,76.824,MEDIUM,16.0,58756.78371617493,1,832563.6123396633,0.9997577732103633,78.129,82.03450375315762,15% Improved Tire,0.000728512966631456
153.47646256426964,268.0,63.49288056377315,47.77640320235401,100.0,29.743589743589745,0.24444444444444444,143,9313.875617109832,11769.0,3.747008547008547,41,0.0,585,76.86,17.0,76.86,MEDIUM,17.0,57546.66723552863,1,890110.279575192,0.999863761399742,78.129,82.03491779072003,15% Improved Tire,0.00042157234888406947
154.62013918771802,268.0,62.63903466303767,47.46565433134535,100.0,30.16949152542373,0.25254237288135595,149,9383.540587290663,11759.0,3.7644067796610168,38,0.0,590,76.712,18.0,76.712,MEDIUM,18.0,56778.34798269229,1,946888.6275578843,0.9999227826415313,78.129,82.03514835425003,15% Improved Tire,0.0002449174397582965
153.62834672098774,268.0,63.19367520511141,46.46214245542923,100.0,29.471890971039183,0.24701873935264054,145,9337.922270417559,11817.0,3.746166950596252,37,0.0,587,76.823,19.0,76.823,MEDIUM,19.0,57175.67243065963,1,1004064.299988544,0.9999564082654396,78.129,82.03527971106854,15% Improved Tire,0.00014133753572309615
151.79881458175805,270.0,63.747485700705894,45.93020064618547,100.0,29.145728643216078,0.2529313232830821,151,9265.189658389434,11838.0,3.710217755443886,39,0.0,597,77.214,20.0,77.214,MEDIUM,20.0,59175.12677527856,1,1063239.4267638226,0.9999758781928989,78.129,82.03535576936665,15% Improved Tire,7.979874175134682e-05
153.55142574743567,269.0,62.80275744347271,47.24764525974615,100.0,30.522765598650924,0.25463743676222594,151,9330.601280052704,11905.0,3.730185497470489,38,0.0,593,76.803,21.0,76.803,MEDIUM,21.0,57327.24039479542,1,1120566.6671586179,0.9999864030719795,78.129,82.03539688428053,15% Improved Tire,4.5763499315398803e-05
